-14.6527 -39.5652 -344.226 -3.34672 12.3663 -300.28 -1.37693 34.072 -278.517 2.29842 46.3707 -259.311 6.84284 54.7782 -240.724 -24.0221 9.70622 -289.439 -26.99 34.3595 -262.961 -28.8464 50.6082 -245.123 -26.9891 59.0708 -224.901 -42.0537 2.23559 -285.074 -50.2101 21.3272 -260.854 -54.9331 32.8831 -244.092 -52.4607 32.029 -224.466 -59.7792 -15.4796 -282.509 -69.9612 -7.50897 -263.367 -76.2257 -2.60546 -251.485 -81.993 1.89957 -237.935 10.9032 -44.2904 -327.131 33.1662 -40.9741 -311.718 51.1203 -38.2996 -299.288 72.1904 -37.4343 -293.019
-14.3337 -36.6946 -342.566 -2.82865 15.4383 -298.911 -2.57017 37.3108 -277.227 0.249521 49.0515 -257.534 4.41329 56.0882 -238.3 -23.5114 12.914 -288.052 -27.7224 37.0697 -261.285 -29.9157 52.2138 -242.537 -28.6926 60.2448 -222.092 -41.5692 5.53374 -283.642 -49.3895 24.5534 -259.255 -51.3498 31.9278 -239.798 -51.9348 36.7444 -220.602 -59.3588 -12.102 -280.975 -70.3685 -4.58004 -262.112 -76.2692 -0.645133 -249.695 -81.5197 2.72936 -235.616 10.9201 -44.9118 -324.616 32.9678 -44.3862 -308.56 49.9848 -43.6767 -294.634 68.4649 -43.5381 -282.698
-15.7356 -31.1866 -339.961 -5.2528 20.7223 -295.784 -4.63274 40.5976 -272.263 -3.00002 53.5437 -253.202 -0.156018 62.6665 -234.614 -25.8162 17.589 -284.858 -33.095 40.0389 -257.277 -37.7765 54.7555 -238.645 -39.2379 63.7661 -218.628 -43.6723 9.73446 -280.446 -51.6675 28.2893 -255.76 -54.3928 36.6325 -236.792 -52.27 36.7249 -217.106 -61.0261 -8.34656 -277.892 -72.3508 -1.81628 -258.847 -76.8453 0.354045 -245.446 -79.5943 1.18138 -230.316 9.52603 -40.2672 -321.827 31.4198 -40.4095 -305.553 48.3544 -40.2905 -291.51 64.4938 -39.931 -276.564
-18.5582 -25.4963 -340.165 -10.9827 24.9025 -293.705 -10.6859 45.5603 -270.861 -10.074 60.5248 -253.275 -8.72374 72.9188 -236.5 -31.1216 19.8601 -282.702 -41.0715 44.5643 -258.036 -46.2034 59.1857 -239.448 -50.6583 72.2074 -222.284 -48.3345 10.601 -278.461 -57.2491 27.4847 -252.905 -57.7668 31.2615 -232.356 -56.1712 31.8039 -212.628 -64.3776 -8.72845 -276.565 -70.9487 -9.61592 -254.438 -70.5366 -12.6048 -240.459 -69.7179 -16.0117 -225.463 7.61016 -34.3823 -322.874 29.7664 -34.3599 -306.959 46.2469 -34.0843 -292.388 66.3109 -34.5758 -283.377
-18.1279 -15.9696 -343.306 -18.7671 31.9293 -293.695 -20.1622 51.9912 -270.366 -20.9335 66.7484 -252.611 -21.2977 79.7408 -236.244 -37.9414 23.1364 -283.346 -48.8158 41.0395 -253.699 -56.0402 52.9493 -233.91 -61.5674 62.7057 -214.983 -53.5285 11.0708 -279.96 -58.3183 17.4488 -249.074 -56.5044 16.4219 -228.278 -52.5664 13.0801 -209.163 -66.3788 -10.5921 -279.522 -62.913 -17.3203 -257.697 -60.2627 -21.6281 -244.321 -55.0528 -26.8671 -230.809 9.00813 -21.8641 -326.185 30.8013 -19.4927 -309.948 48.3764 -17.5803 -296.854 66.4686 -15.6445 -284.488
-16.0056 -24.2792 -339.422 -18.6532 27.1466 -293.548 -25.1998 48.8095 -272.656 -30.0465 64.9571 -256.864 -34.4304 79.5649 -242.574 -40.4034 21.7555 -286.482 -49.685 35.3966 -254.149 -52.3562 38.9603 -230.362 -52.4037 38.4842 -208.367 -57.8884 12.1072 -285.395 -52.9316 5.15602 -254.659 -48.817 -0.888347 -235.079 -44.904 -6.64032 -216.542 -73.5405 -7.61689 -286.153 -62.6925 -21.8019 -271.5 -55.9771 -30.5831 -262.429 -48.7451 -40.0398 -252.66 11.7298 -18.5487 -330.568 34.5507 -6.7656 -321.372 52.9548 2.73693 -313.956 73.9703 9.13442 -312.766
-24.2725 -22.5307 -350.125 -18.0293 25.2183 -300.758 -24.0533 43.0587 -276.385 -28.439 56.2278 -257.92 -31.8755 67.2817 -240.519 -39.0102 20.4105 -291.338 -39.7656 18.9804 -255.074 -37.0009 13.2062 -231.736 -33.1239 5.97739 -211.323 -56.7746 11.6134 -288.685 -47.3917 -3.43724 -262.17 -41.1615 -13.4281 -244.902 -32.9036 -26.5866 -232.626 -73.5665 -7.16474 -288.81 -60.3796 -18.882 -273.897 -51.7999 -26.2701 -265.162 -42.5073 -34.2429 -255.822 -3.62533 -9.00121 -340.215 14.2203 8.79216 -329.769 28.5947 23.1476 -321.325 46.5867 35.3819 -318.068
-22.3943 -9.57056 -352.482 -23.805 34.4589 -299.421 -29.254 51.8223 -274.573 -29.8269 58.9014 -252.592 -28.415 61.7515 -231.935 -44.9574 27.3225 -292.093 -39.9225 15.3397 -258.199 -29.5881 -1.12584 -243.787 -19.4051 -16.939 -232.374 -62.0807 17.0041 -291.524 -53.5331 0.734093 -265.451 -45.6269 -12.4601 -251.301 -35.9056 -27.1329 -242.232 -77.2054 -2.93979 -294.368 -66.2827 -14.4992 -277.614 -58.9994 -21.7442 -267.667 -49.5624 -29.7302 -258.484 -4.66652 6.29351 -341.282 10.0717 25.8147 -329.202 21.9574 41.5575 -319.461 38.5451 55.4346 -315.427
-28.4661 0.0197019 -355.881 -25.3648 39.6821 -299.549 -25.3233 47.3113 -269.709 -22.9979 48.5549 -246.76 -20.2453 48.3603 -226.043 -46.3821 32.7506 -291.657 -36.0503 13.633 -262.58 -25.3473 -4.69374 -250.952 -14.208 -23.151 -246.565 -63.8555 23.0451 -290.962 -54.3259 4.17699 -267.071 -46.2662 -10.3272 -254.363 -38.2347 -24.5061 -243.116 -79.8985 3.95224 -294.524 -71.2157 -6.95252 -276.103 -65.2372 -14.0118 -265.199 -58.4651 -21.7789 -253.754 -9.5596 14.2855 -344.461 6.55653 32.2318 -331.717 19.5534 46.7046 -321.44 36.8647 59.6119 -317.23
-23.813 -0.992687 -356.317 -28.8846 41.1128 -301.935 -22.6686 33.458 -272.756 -16.2111 24.7852 -252.343 -9.30138 15.1688 -235.121 -49.7517 32.5619 -295.339 -34.3771 13.4822 -268.557 -23.0124 -6.37701 -260.677 -13.5048 -26.2163 -260.762 -66.2686 21.2851 -295.503 -62.2176 13.161 -264.922 -53.1271 -0.459515 -251.936 -42.0986 -16.0993 -246.855 -80.1685 0.628174 -299.335 -79.4249 1.07793 -276.252 -76.7053 -0.49685 -262.301 -69.4563 -5.82204 -249.801 -7.27007 15.4607 -344.193 6.06263 35.3671 -331.148 16.7779 51.4235 -320.595 29.9265 67.0826 -312.477
